text_cleaned,label,correct,Demografi,Ekonomi,Geografi,Ideologi,Pertahanan dan Keamanan,Politik,Sosial Budaya,Sumber Daya Alam
lagilagi saran pendukung anies baswedan menyerang paslon sebelah alangkah baiknya menyebarluaskan gagasan visimisi anies anies lakukan indonesia mari hindari perdebatan berguna pendukung kubu jelasjelas antipati mengubah suaranya suasana kampanye teduh tenang riang gembira menyebarluaskan gagasan visimisi anies bahasa santai mudah dimengerti teduh tenangnya meroasting cak imin riang gembiranya,Politik,27,2,4,3,1,3,27,16,0
gamau tau pokonya pake politik identitas anies,Politik,38,2,0,2,0,0,38,12,2
pemimpin turun rakyat berdialog rakyat solusi dialami rakyat ganjar pranowo menjabat kepala daerah ganjar m3mberi solusi,Politik,39,0,14,0,2,0,39,1,0
atikoh istri udah gila pendukung prabowo istri orang dilecehkan rekan sebarisan nyaman aja gitu haha hihi nya bawa bawa nabi nya ditegur pi mi pi mi hinakan atribut agama diam,Sumber Daya Alam,0,2,2,0,3,0,36,13,0
assalamualaikum anies izin anies lembaga survey paslon 02 unggul provinsi pengaruh hasil lembaga survey k,Politik,38,6,0,5,0,0,38,6,1
prabowo gibran dikalahkan agenda memenangkan amin agenda memenangkan gafud 1 agenda mengalahkan joko widodo eep mengalahkan 02 mengalahkan jokowi,Sosial Budaya,2,1,1,1,2,2,45,2,2
nyebokin omon paslon 1 ttg rumah dinas tni pdhl menjabat gub dki anies menghabiskan apbd 370 t jgnkan bangun rumah utk warga dki bangun toilet utk warga pinggiran kali aja si anies minus janjinya el chef emg manis faktanya najis menyesatkan,Politik,21,2,0,5,4,3,21,18,3
prediksi prabowo bilang setuju ganjar anies kata2 anies pedekate putaran ke2 kayaknya,Politik,45,5,0,1,2,0,45,1,2
anies pilih atasi stunting pakai ikan susu mudah harga murah anies pakai susu pabrik susu hidup proyek,Sosial Budaya,50,2,0,2,0,0,0,50,2
anak muda indonesia the future of this nation is in your hand its the time for change anies for presidentsampaikan teman adu ide amp gagasantunjukan karyakarya anies perubahan indonesia,Ideologi,45,7,0,2,45,0,0,1,1
lepas kri dr radjiman gaza prabowo ingatkan bahaya lewati laut merah,Pertahanan dan Keamanan,11,0,0,11,0,11,33,1,0
menghakimi baca data mas anies membisu keluarkan surat edaran narasi fakta nih surat edarannya dengarkan penjelasan lengkap dgn fakta2nya,Ideologi,2,1,0,6,2,1,32,14,0
habis baca artikel cak imin tobat ekologis nemu tulisan anies juli 2023 memuliakan perempuan generasi suka tulisan gini alih2 visimisi krn nyertain konteks elaboratif rencana link,Sosial Budaya,37,0,0,9,1,1,6,37,2
peristiwa pengepungan aparat desa wadas ganjar maaf warga menolak tambang menyambut menyajikan hasil bumi polisi mengepung desa menangkap warga,Politik,28,5,8,2,1,3,28,8,1
mahfud md membuktikan humor bahasa universal d politik bersa ma ganjar pranowo ganjar mahfud hebat,Politik,39,0,14,1,1,0,39,1,0
07 100 food estate dicanangkan 3 tepatnya 6 juli 2020 dibantu menteri pupr menteri pertanian garis food estate program ekstensifikasi pertanian membuka lahan mengubahnya lahan pertanian 2 dicanangkan food estate kalimantan daerah gunung emas pt terlibat program berdasarkan penelusuran tempo pt dibentuk 5 pt agrinas dimana susunan direksinya 3 gerindra staff agrinas merangkap pegawai kementerian pertahanan food estate food estate berencana membuka 6 ribu hektar hutan hujan tropis 4 dicanangkan anggota tni terlibat pembabatan hutan dimana hutan dibuka 670 hektar hutan kayu dihasilkan kemanakah kayu2 tiada tiada mengerti food estate menanam singkong bekas hutan tanahnya berpasir singkong kunjung tumbuh kurun 3 menutupi kegagalan didatangkanlah jagung polibag 34 hektare lahan itupun hasilnya memuaskan sisi anggaran food estate masuk kategori psn dimana anggaran dihabiskan 20212022 15 triliun 2023 anggaran 24 triliun 2024 dianggarkan 256 triliun jokowi anggaran dibutuhkan 108 triliun laporan ppatk 36 masuk kantong asn politisi 38 triliun masuk kantong kalo pelaksananya orang hasilnya 3 berjalan dibilang 0 panen jagungnya signifikan kalo merasionalkan skor penilaian kinerja prabowo food estate hitung lahan dibabat 670 hektar dibandingkan jagung polybag dipanen jokowi 4 hektareatau 069 07 100 dikatrol jagung polybag anies baswedan berbaik hati score 11 100 tanam singkong tumbuh jagung 4 triliun hilang nanggung proyek dijadikan panggung hasilnya gak nendang kapasitas nanggung eh maksa pemilu gampang tersinggung gimana,Ekonomi,38,0,38,6,0,2,0,0,10
pilih terbaik ganjar pranowomahfud md capres teruji visi misi solusi cerdas,Politik,43,0,11,1,0,0,43,1,0
butuh pemimpin ganjar kreatif wawasan luas,Politik,37,0,13,0,2,2,37,2,0
sahroni singgung zulhas panggung desak anies agama mainan,Politik,23,4,0,1,1,0,23,24,3
nonton anies kadin gue suka pikir ipm 69 74,Ideologi,1,0,1,9,1,2,29,14,0
kinerja prabowo fokus modernisasi alutsista beliau dinilai mendorong perkembangan industri pertahanan negeri loh,Pertahanan dan Keamanan,50,2,0,2,1,50,1,0,0
nikmatul_sg ganjar pranowo harapan nu kenal salah ormas islam indonesia ganjar harapan nahdliyin ya hebat buruh kelas,Sosial Budaya,2,0,9,0,3,0,42,2,0
ganjar mahfud adopsi program pelayanan berbasis inklusi anak berkebutuhan khusus abk seindonesia abk dapatkan ruang kesetaraan mandiri ganjar paparkan upaya pembangunan merangkul kalangan kelompok disabilitas sejalan teori dikemukakan paslon ganjarmahfud no one left behind tertinggal capres 2024 berambut putih mencontohkan kab sukoharjo satusatunya daerah memiliki sanggar inklusi abk kecamatannya pelayanan abk terapi kelas pengembangan forum orang tua program kemandirian pemberdayaan ekonomi pemeriksaan kesehatan pemberian makanan tambahan outing class kerja institusi perguruan tinggiuntuk abk membutuhkan terapi pendampingan pemkab sukoharjo menyediakan tenaga medis berkeliling kecamatan memaksimalkan pelayanan abk,Sosial Budaya,7,10,4,5,0,3,23,7,4
mv22 prestasi prabowo lobby kasad bikin berhasil f15id lolos prestasi prabowo gak 100 kemenkeu terlibat,Politik,37,4,5,2,0,2,37,1,5
keputusan ganjar mahfud pemimpin bertanggung pendidikan negara,Politik,35,0,3,0,11,6,35,1,0
edy rahmayadi anies cocok memimpin indonesia,Politik,40,7,0,4,2,1,40,2,0
la masia carington jakarta bre sabi nih ditularkan wilayah gak pilih aniesmuhaimin nomor 1 pks nomor 8,Politik,46,1,0,5,1,1,46,0,2
emang kampanye menunjukan sisi anies orang jogja kerika jogja coba dialog blusukan pakai bahasa jawa bahasa jawa alus,Sosial Budaya,28,3,0,4,0,1,19,28,1
omong doang program nyata ganjar pranowo solusi terbaik rakyat indonesia,Politik,35,0,13,0,4,0,35,3,1
suara menggema rakyat jabar memenangkan prabowo berbuatbaik untukmasyarakat,Politik,41,2,0,0,4,0,41,7,2
menyindir prabowo terkait pengadaan alutsista mari lihat debat paham pertahanan indonesia,Pertahanan dan Keamanan,17,5,0,2,3,17,21,4,4
emang calon peduli petani nelayan ganjar hapuskan hutang,Politik,33,4,13,1,1,0,33,0,4
petani paslon 03 capres ganjar pranowo mendengarkan aspirasi kuota pupuk ditingkatkan mendukung pertanian,Sumber Daya Alam,0,0,56,0,0,0,0,0,0
perempuan meneriaki anies baswedan bacot debat capres masuk arena debat akses undangan kpu,Politik,45,2,0,2,2,2,45,3,0
sosok anies baswedan dinilai capres berpikiran internasional dibanding capres,Politik,49,0,1,0,3,1,49,2,0
prabowo bilang anies ngomong nafsu kekuasaan lahhhh nyapres sampe 3 kali menjabat haji bolottt,Politik,36,3,0,4,0,6,36,4,3
mengapresiasi tni polri menjaga pertahanan keamanan indonesia pelik perbaikan kualitas hidup tni polri langsung presiden prabowo subianto calon presiden 2024,Pertahanan dan Keamanan,22,1,0,0,10,22,22,0,1
indonesia membutuhkan pemimpin memiliki kepedulian integritas ganjar pranowo mahfud md jn18d1,Politik,39,0,10,1,5,0,39,1,0
pasangan calon presiden nomor urut 3 ganjar pranowo wakil mahfud md memiliki 21 program khusus terpilih pemilihan 2024 salah satunya fokus menyejahterakan nelayan langkah ganjar penghapusan kredit macet nelayan modal nelayan maju beban dipikul dihapus negara suntikan modal beserta teknologi ganjar kebijakan menghabiskan dana anggaran pendapatan belanja negara apbn efeknya dana bumn disuntik menyuntik badan usaha milik rakyat kekuatannya gede umkm gedenya ampun ganjar hapus kredit macet,Ekonomi,9,2,9,1,5,6,21,7,5
anies menghargai orang lihat anak muda abah anies habis foto selfie anies foto selfie hp nya lap pakai baju kemeja abah anies foto berdua anak muda,Sosial Budaya,17,0,1,0,2,0,34,17,2
calon presiden ri no urut 3 ganjar pranowo konstitusi aturan dasar negara dihormati warga,Ideologi,55,0,0,0,55,1,0,0,0
point 1 sara jakarta ulah ahok mayoritas ummat islam gak memusuhi ummat agama point 2 hak menilai agama radikal point 3 tokoh agama apresiasi gubernur dki jakarta anies baswedan bukti gak diskriminasi point 4 selamat natal haram hukumnya agama islam ummat islam selamat merayakan natal point 5 kelompok2 menakutkan kerusuhan 1998 disebabkan ormas islam kesimpulan tuntutan2 ajukan menyimpulkan orang intoleran gak menerima perbedaan,Sosial Budaya,47,1,0,1,2,2,0,47,3
alhamdulillah prabowo terpancing membuka data pertahanan beliau sosok,Politik,25,1,0,1,1,19,25,7,2
calon presiden capres nomor urut 1 anies baswedan menilai semetinya penghentian videotron paksa menghormati pandangan rakyat,Politik,25,0,2,1,4,3,25,9,12
mendebarkan debat capres malam ganjar pranowo menantang tim ahlinya prabowo panggung adu data prabowo melambaikan bendera putih,Politik,51,1,1,0,0,0,51,2,1
insyaallah bpk anies presiden presiden jokowi amiin ijin simpan bganda,Politik,43,1,0,1,5,0,43,1,5
andika perkasa ganjar debat tema pertahanan,Pertahanan dan Keamanan,18,1,8,1,2,18,25,1,0
prabowo tutup kampanye 3 provinsi joget gemoy detiknews,Politik,42,2,0,3,3,1,42,3,2
dwi tunggal sukarnohatta kenangan duo bangsa ganjar pranowo prof mahfud kenyataan membawa perubahanrai23a3,Politik,36,3,15,0,0,2,36,0,0
wow dahsyat anies dorongdorongan penuh oranghari anies ciamis jawa barat kamis 4 januari 2024,Demografi,0,0,1,7,0,2,28,18,0
detik kedatangan anies lokasi kampanye akbar pelataran parkir gor h agus salim padang 25 januari 2024,Politik,44,3,0,9,0,0,44,0,0
jan kasih tau abah solok abah anies merakyat settingan,Sumber Daya Alam,1,0,0,2,5,0,32,16,1
film menonton patriotik disiksa diancam dibunuh musuh bocorkan rahasia negara prabowo malam bertahan diam dibully utk membuka,Politik,33,0,2,4,2,13,33,1,1
calon presiden ri no urut 3 ganjar pranowo konstitusi aturan dasar negara dijaga bersamasama,Ideologi,54,0,0,0,54,2,0,0,0
barisan pengusaha tionghoa medan menangkan prabowogibran pilpres jawa pos jawapos,Politik,44,5,3,0,0,0,44,3,1
tersenyumlahberbanggalahbersemangatlah orangorang pilpres kali gak telunjuk jokowi orangorang mementingkan nilai etika kepantasan by not supporting prabowo i feel i have been honest with my own conscience,Ideologi,0,3,0,4,0,3,41,3,2
anies berjanji merevitalisasi sektor pertanian menjamin harga pembelian hasil tani menguntungkan petani jawa barat,Ekonomi,4,0,4,0,1,1,18,26,6
adi menginformasikan isu utama kampung sulitnya air bersih naiknya air laut prabowo subianto,Sumber Daya Alam,50,1,0,4,0,0,0,1,50
capres ganjar pranowo percaya mahfud md bawa perubahan positif regulasi hukum kemudahan investor,Politik,34,0,17,0,4,0,34,1,0
ganjar pranowo mahfud md benerbener solusi keren indonesia kalo lo benerbener oke,Politik,36,1,16,0,3,0,36,0,0
panglima tni relawan ganjarmahfud korban pengeroyokan santunan,Politik,27,3,1,0,3,17,27,4,1
terang danau buatan jakarta selatan depok pendampingan air hujan salah karya inovatif gubenur anies baswedan rekam jejak,Sumber Daya Alam,48,1,0,0,0,0,0,7,48
capres cawapres ganjar pranowo mahfud md mengajak bersatu menjaga konstitusi aturan dasar negara,Ideologi,56,0,0,0,56,0,0,0,0
kualitas ganjar gaperlu diragukan rakyat b3rsama ganjar,Politik,37,1,8,0,3,3,37,4,0
september 2019 anies membawa 5200 anak yatim piatu dhuafa liburan ragunan dufan ancol people as good as this should not be allowed to lose and fight alone,Sosial Budaya,44,1,0,10,0,0,1,44,0
menit prabowo anies anies menit mempengaruhi pbb apresiasi sekjen pbb asyiknya presiden,Politik,43,3,2,0,0,0,43,2,6
ganjar pranowo berkomitmen bersihkan korupsi program transparansi akuntabilitas transformasi pemerintahan inspiratif,Politik,43,0,11,0,2,0,43,0,0
pendukung paslon 1 serempak lg nyebokin omon udah nyerang menhan wowo prabowo el chef ketauan bgt si mulut manis gada kapasitas bicara pertahanan geo politik,Pertahanan dan Keamanan,5,2,0,1,1,5,40,3,4
bansos dibeli dgn uang pajak uang pajak rakyat indonesia bansos rakyat indonesia sdh membayar pajak sejahtera bansos diklaim bantuan pribadi anies baswedan desak anies sumbar,Sosial Budaya,24,1,1,0,1,0,29,24,0
anies diragukan org kontestasi pilpres pilpres menarik diunggulkan utk jdi pemenang arus dukunganpun deras utk anies presiden,Politik,44,5,0,1,0,0,44,5,1
program utk membuka lahan pertanian sistem program proyek berjangka yah anggaran dana nya bertahap tdk dikocor proyek food estate prabowo dana nya sekalig,Sumber Daya Alam,13,0,4,0,1,0,26,12,13
bawaslu temukan ratusan anak kegiatan kampanye prabowogibran semarang,Politik,35,6,0,1,0,0,35,14,0
ganjarmahfud membawa semangat indonesia gagasan inovatif mendorong perkembangan d3sa ganjar pranowo terbukti,Politik,39,1,12,1,1,0,39,1,1
anies kampanye akbar dumai penghasilan ado bumi kayo,Politik,32,0,0,5,0,4,32,12,3
jogetjoget menyenangkan pemuda programprogram inovatifseperti program pasangan capres ganjar pranowo mahfud md,Politik,33,0,19,0,4,0,33,0,0
info a110001 denger2 debat khusus anies ganjar mengajukan pertanyaannya tertulis proses sensor diserang menjaga marwah martabat si ituh dimana penonton,Politik,32,5,0,0,9,2,32,6,2
alasan milih ganjar kebijaksanaannya dlm menentukan keputusan ganjar m3mberi solusi,Politik,42,0,9,0,0,4,42,1,0
nelayan pantura berharap ganjar pranowo mahfud md mari wujudkan harapan,Politik,39,0,14,0,2,0,39,1,0
top harapan masbowogbran okegasss menambah fasilitas mendukung pertumbuhan kemakmuran bangsa kitapakb0w0 kitakeren,Ekonomi,7,4,7,10,0,7,23,5,0
wok wok pendekatan ente papua blunder bikin gak trima cicing wae wok,Politik,24,0,0,5,5,1,24,15,6
desak anies edisi sumbar bansos diklaim bantuan pribadi,Politik,24,1,0,0,0,2,24,23,6
abah anies autentik berintegritas debat kpu abah ga level dibanding forum eh iya sih naikin tagar,Politik,29,3,3,5,0,1,29,15,0
terkuak prabowo membongkar rahasia negara untung negara menginvansi indonesia,Politik,26,0,0,0,18,7,26,5,0
prabowo taking gaza as an example of lemah ditindas he definitely dgaf,Pertahanan dan Keamanan,39,0,1,5,0,39,6,5,0
zulhas bilang bansos jokowi pdip kubu prabowogibran lakukan politisasi,Politik,34,2,0,5,0,3,34,10,2
pesan putra papua anies baswedan titipkan papua,Sosial Budaya,56,0,0,0,0,0,0,56,0
dear pendukung anies mati2an pgn kalahin prabowo isu ham lu tetep dukung anies disupport teroris tai anjing lu,Politik,29,10,0,10,0,1,29,6,0
prabowo bilang negara non block visi misi anies bilang penentu dunia global mustahil gak sekeras anies masuk g20 aja udah bagus itupun aspek ekonomi,Ideologi,9,1,1,3,9,2,33,6,1
perwira tni ngamuk kemenhan dinilai rendah aniesganjar dinilai orang ambisi menjatuhkan moral,Politik,24,1,0,6,7,16,24,2,0
pasangan capres cawapres ganjar pranowo mahfud md kayak keajaiban butuhkan pilih pemimpin menciptakan keajaiban indonesia,Politik,24,3,23,1,3,0,24,2,0
pupuk melimpah hasil pertanian pasangan capres cawapres ganjar pranowo mahfud md meningkatkan kuota pupuk petani,Ekonomi,55,0,55,0,0,0,1,0,0
ganjarmahfud berkomitmen membebaskan nelayan jerat utang strategi tertuang program ekonomi biru langkah konkret diharapkan dampak positif kehidupan nelayan ganjar m3mberi solusi,Ekonomi,28,3,28,0,0,2,13,3,7
akses hukum mahal amp berlikuliku seringkali kehilangan aset berurusan dg hukum rakyat terbantu dg program bantuan hukum gratis digagas amin anies deserve better videotron,Politik,39,5,5,3,0,1,39,3,0
gibran ibuibu hadir mengawal program makan siang gratis prabowogibran,Politik,39,3,3,1,1,2,39,7,0
prabowo subianto tukang hasut singgung pernyataan anies baswedan lahan 340 ribu hektare,Politik,37,1,0,3,0,1,37,6,8
januari serangan kubu dkk sengit doxxing akun akun sosmed berharap cepu grup login tertutup membagikan informasi counter serangan biarkan 02 berkuasa prabowo,Pertahanan dan Keamanan,52,0,0,3,0,52,0,1,0
hebat disabilitas amp emakemak deklarasi all in prabowogibran,Politik,38,4,3,0,1,0,38,10,0
jokowi kian kentara mendukung prabowogibran menang putaran penyalahgunaan kekuasaan,Politik,38,4,1,0,0,2,38,6,5
ganjar mahfud hebat ganjar pemimpin peduli pendidikan kesejahteraan ganjar mahfud hebat,Politik,41,0,8,1,6,0,41,0,0
ya strategi anies baswedan utk nonjokin fakta prabowo data dipakai data dr lawan mu skrg majikanmu langsung shame on you prab,Politik,39,5,0,4,0,1,39,5,2
ganjarmahfud miliki strategi jitu bebaskan nelayan jerat hutang spirit pengembangan ekonomi biru utamanya mengangkat harkat kehidupan nelayan tsb diungkap juru bicara tpn amp chiko hakim,Ekonomi,45,0,45,8,0,0,0,3,0
makna kolaborasi kacamata anies baswedan malam menceritakan makna kolaborasi city branding kota kolaborasi sejatinya konsep asing dikenal bangsa indonesia utas,Sosial Budaya,46,1,0,3,0,1,3,46,2
terpancar kebahagiaan harapan raut wajah masyarakat papuabegitu riang gembira warga papua menari anies,Sosial Budaya,21,8,0,1,0,3,23,21,0
calon presiden ri no urut 3 ganjar pranowo mengizinkan pelanggaran konstitusi aturan dasar negara merusak fondasi negara,Ideologi,56,0,0,0,56,0,0,0,0
calon presiden indonesia no urut 3 ganjar pranowo programnya sederhana signifikan sarjana keluarga bangsa pintar,Politik,35,0,3,0,14,1,35,1,2
prabowo saatnja,Pertahanan dan Keamanan,3,0,0,2,0,3,39,8,4
ahy masyarakat aceh titipkan harapan prabowo subianto noo pdemokrat agusyudhoyono demokrat rakyat,Politik,44,3,0,5,1,3,44,0,0
acara desak anies perhatian media internasional kampanye cerdas,Politik,26,3,0,1,0,0,26,26,0
prabowo pastikan rencana pendirian sma taruna nusantara kalimantan terealisasi sumber terpercaya dekade08 prabowo gibran,Sumber Daya Alam,0,3,1,2,5,7,33,5,0
kinerja prabowo fokus modernisasi alutsista beliau dinilai mendorong perkembangan industri pertahanan negeri loh,Pertahanan dan Keamanan,48,1,1,3,1,48,1,1,0
ganjar pranowo pemimpin duduk kursi turun panggung kepedulian te rhadap seni budaya ganjar mahfud hebat sertifikattanah untukrakyat,Politik,38,0,12,2,2,1,38,1,0
anies orang liberal tulen ya agamanya dilindungi,Ideologi,0,0,0,0,0,0,36,16,4
kapitalisme neoliberal cocok indonesia prabowo kalimantan,Ideologi,45,0,0,3,45,1,4,2,1
part mengandung bawang ruu prt kunjung disahkan negeri diatur pakai regulasi negeri diatur panggilan moral anies baswedan,Politik,28,2,0,7,2,2,28,14,1
insentif dana kad3r posyandu ganjarmahfud penghargaan langit berdedikasi memajukan kesehatan masyarakat,Politik,31,0,6,6,1,7,31,5,0
5 taun jakarta aman ditangan aniesyg suriah 2 fear mongering takut penculik berkuasabs dibantai kayak santa cruz dlu,Pertahanan dan Keamanan,2,1,1,15,0,2,22,14,1
republik negara berdemokrasi rakyat berkuasa prabowo prabowo subianto,Politik,34,1,0,0,4,12,34,5,0
tanggapan serius ganjar tindakan penganiayaan menimpa relawan ganjarmahfud boyolali jawa ganjar oknum tni aniaya mengerti aturan mengerti pecat,Pertahanan dan Keamanan,49,4,0,0,2,49,1,0,0
pasangan ganjar pranowomahfud md menyanding nomor urut 3 caprescawapres didukung pdi perjuangan partai persatuan pembangunan ppp partai hanura amp partai perindo prabowo subianto,Politik,40,0,3,0,5,2,40,2,4
program pasangan capres cawapres ganjar pranowo mahfud md inspirasi pemimpin lokal peduli ekonomi,Ekonomi,37,0,37,0,4,0,13,2,0
papua 16 januari 2024 anies janji atasi tarif tiket pesawat mahal indonesia timur anies ekosistem penerbangan sehat menjangkau wilayah indonesia,Politik,33,10,0,2,0,2,33,9,0
cari point debat semalam simpleakan buka data satelit pertahanankapal selam chang bogo classatau proyek ifxkfxtapi tdk beliau bukadia suka gebukin capres lainnyadari membuka rahasia pertahanan negara,Pertahanan dan Keamanan,22,2,0,4,3,22,18,3,4
kunci nya harga rakyat angkat anies pemilik tangan dibawah pemilik tangan diatas apologize to anies anies deserve better panik,Politik,36,2,0,1,0,0,36,15,2
membludak pagi rabu 17 januari 2024 anies temui puluhan ribu simpatisan relawan amin bone makassar sulawesi selatan,Politik,41,4,0,10,0,1,41,0,0
pasangan paket komplit ganjar pranowo mahfud md calon pemimpin hati rakyat pilih ganjar indonesia adil,Politik,38,0,18,0,0,0,38,0,0
anies cyber security masuk sektor pertahanan poin bagus anies kalangan militer luas pertahanan siber ancaman nyata tni serius membentuk satsiber menyinggung kenaikan anggaran pertahanan bagus menyadari counter cawapresnya,Pertahanan dan Keamanan,46,1,0,0,0,46,2,7,0
skedar ngasih relawan projo membela keras panjenengan difitnah diserang kubu prabowo pilpres ditangkap mengkritik netralitas aparat penyelenggara pemilu berjuang utk demokrasi negeri dicatat palti koruptor maling penghina jogja sprti aa pemfitnah cawapres pegawai partai anak panjenengan pelanggar ham tangannya berlumuran darah menghilangkan nyawa aktivis teroris trus langsung ditangkap jam 3 nakutnakuti gimana kebenaran menemukan jalannya,Politik,43,0,0,6,2,4,43,0,1
dibaca baik2 org miskin org miskin sdh cover dgn kip diabaikan pemerintah kalangan menengah program amin disitu lengkapnya nonton desak anies,Sosial Budaya,21,3,0,9,2,0,21,21,0
warganet jakarta prabowo pemimpin mengubah jakarta,Politik,46,0,1,0,0,1,46,7,1
abah anies mengangkat martabat petani menerus menerima bansos penghasilannya,Sosial Budaya,56,0,0,0,0,0,0,56,0
calon presiden ri no urut 3 ganjar pranowo mengajak menjaga integritas konstitusi aturan dasar negara,Ideologi,51,0,0,0,51,3,2,0,0
suara kekuatan mari kekuatan memilih ganjar pranowo mahfud md pemimpin membawa indonesia tingkat,Politik,35,5,10,0,4,0,35,1,1
ganjar mahfud harmoni perbedaan kemajuan bangsa jnk,Politik,40,0,11,1,3,0,40,1,0
sikap ganjar mencerminkan komitmen transparansi mengorbankan kepentingan nasional kali sejahtera indonesia hebat,Politik,30,5,18,0,1,0,30,2,0
anies tuh guru privat nista agama mumpung lowong jabatan ganjar cocok guru kebijakan bijak,Politik,37,7,2,3,2,1,37,3,1
cici tionghoa anies gereja izin membangun publikasikan anies,Politik,33,1,1,6,0,0,33,15,0
calon presiden ri no urut 3 ganjar pranowo gak mainmain menjaga konstitusi aturan dasar negara percaya,Ideologi,56,0,0,0,56,0,0,0,0
ahy indonesia dipimpin prabowogibran maju rakyat sejahtera,Politik,46,0,2,1,0,3,46,2,2
maksud prabowo tetang gaza militernya lemah pd bilang beliau zionis pro israel beliau,Politik,28,3,0,2,0,10,28,11,2
zar lu menganggap kompetisi kekuasaan prabowo leluasa lepas tuntutan kejahatan hamnya exbedil letingan sulit dimintakan pertanggungjawabannya berparpol aja udah bikin sulit berkuasa,Politik,34,1,3,5,3,9,34,1,0
makna kolaborasi kacamata anies baswedan malam menceritakan makna kolaborasi city branding kota kolaborasi sejatinya konsep asing dikenal bangsa indonesia utas,Sosial Budaya,47,1,0,3,1,1,1,47,2
surat terbuka hati nurani akun akun pendukung 02 tolong bantu sebarkan tau hati nurani selamat rekan2 akun pendukung prabowo gibran hati nurani rekan2 tolong biarkanlah hati nurani rekan2 jujur rekan2 tau kalo gibran maju cawapres berlandaskan aturan situasi kondisi sarat pelanggaran etik hati nurani mu terganggu rekan2 tau kalo gibran mendaftar revisi batas usia pkpu gibran mendaftar hati nurani mu terganggu rekan2 tau kalo uu ikn kewenangan eksekutif menerabas aturan apapun prabowo gibran mendukung hati nurani mu terganggu rekan2 tau kalo prabowo diperiksa terkait pelanggaran ham lampau rekan2 suka cita membengkokkan isu seakan isu 5 tahunan 800 kali kegiatan kamisan aksi nyata hati nurani mu terganggu rekan2 tau kalo proses gibran maju walikota solo proses instan mengambil form bacawalkot bersamaan mengambil form anggota pdip hati nurani mu terganggu rekan2 tinggal jakarta tau kalo cfd kegiatan terbebas kegiatan politik gibran santai bagi2 susu hati nurani mu terganggu rekan2 tau prabowo emosional debat capres 1 2 gibran debat capres 1 gesture provokatif pendukung lawan hati nurani mu terganggu rekan2 tau kalo bernama miftah membagi2kan uang bersamaan mengkampanyekan prabowo gibran hati nurani mu terganggu rekan2 tau prabowo kerap kata2 kasar provokatif massa acara tertutup terbuka hati nurani mu terganggu rekan2 tau kalo bansos pengadaannya uang negara diklaim menteri sembari mengkampanyekan prabowo gibran hati nurani mu terganggu rekan2 tau kalo presiden jubir kpu jubir kemenhan jubir paslon 02 beliau gercep isu terkait prabowo gibran hati nurani mu terganggu rekan2 tau kalo presiden beliau tedeng aling2 sikap mendukung 02 hati nurani mu terganggu rekan2 tau kalo prabowo pengusaha kelas kakap tanah kuasai luas rekan2 menuding orang oligark pengusaha hati nurani mu terganggu rekan2 tau kalo fasilitas negara diperkenankan kepentingan pribadi prabowo kerap menerabas aturan malu2 hati nurani mu terganggu rekan2 tau akun terang2an menghujat prabowo gibran tiba2 berbalik arah memuja2 berdua hati nurani mu terganggu sepak terjang duo manusia prabowo gibran kepentingan bangsa negara tujuan dicapai membengkokkan menerabas aturan hati nurani mu terganggu tantang hati nurani rekan2 pendukung 02 surat terbuka nilai kapasitas hati nurani rekan2 pendukung 02 kalo rekan2 berani hati nurani rekan2,Ideologi,12,2,0,1,12,8,30,2,1
ganjar sindir food estate singkong gak tumbuh kayunya kemana,Sumber Daya Alam,7,6,4,0,1,4,34,0,7
minggu hasil surveisurvei surveinya jelek kerja keras gibran orasinya sembari menunggu prabowo panggung surveinya bagus kerja keras imbuhnya,Politik,39,0,2,0,2,4,39,7,2
keakraban anies anak didik menciptakan iklim belajar memupuk percaya kreativitas,Sosial Budaya,27,7,0,3,0,3,16,27,0
ganjar membantu petani berproduksi,Ekonomi,21,0,21,0,1,0,27,6,1
sejalan kebenaran ganjar pranowo pastikan bansos ktp sakti bantuan mudah,Politik,38,3,10,0,1,2,38,2,0
anies janjikan jabatan menteri khusus eks teroris merusak nkri anies bubble elmer abah boyolali bella iron man,Pertahanan dan Keamanan,1,1,0,1,0,1,31,20,2
debat uji kelayakan isi kepala masingmasing capres prabowo data langsung mengelak ngajak ketemuan selamat mas debat capres malam real madrid menyerang tipistipis goal,Politik,44,8,0,1,1,1,44,1,0
sorong papua anies mengunjungi masjid amp yayasan islamic center hj aliyyah baswedan didirikan 2009 ibunya anies dibangun diatas batu gaza berlumuran darah suhada palestina,Sosial Budaya,47,0,0,8,0,0,1,47,0
kalengkaleng amin siapkan perencanaan matang bangun 40 kota indonesia bilang anies omonomon silahkan simak,Politik,28,2,0,4,1,0,28,21,0
calon presiden ri no urut 3 ganjar pranowo gak mainmain menjaga konstitusi aturan dasar negara percaya,Ideologi,55,0,0,0,55,0,1,0,0
bisa2nya kerjasama dg zionist laknatullah gimana kalo jd presideninnalilahi boikot prabowo,Politik,36,4,0,5,0,4,36,6,1
videotron dipasang kpopers mendukung anies diturunkan anies deserve better,Politik,35,1,0,4,1,0,35,14,1
prabowo cinta rakyat menhan prabowo lepas bantuan indonesia palestina bukti ri dukung rakyat palestina kompas tv,Politik,42,4,1,0,1,0,42,2,6
ganjar pranowo mahfud md tandem membawa kebahagiaan d kehidupan politik ganjar mahfud hebat guru ngaji juta,Ekonomi,12,3,12,2,0,0,39,0,0
