text_cleaned,label,correct,Demografi,Ekonomi,Geografi,Ideologi,Pertahanan dan Keamanan,Politik,Sosial Budaya,Sumber Daya Alam,text
ganjar pranowo tindakan positifnya keberaniannya menjaga keamanan nasional mendukung cyber force,Pertahanan dan Keamanan,15,2,4,0,10,15,23,2,0,"Ganjar Pranowo, dengan tindakan positifnya, menunjukkan keberaniannya dalam menjaga keamanan nasional dengan mendukung Cyber Force. @sM3vaO7twKRwtWj4nHazQ7MxmIkoNjUDsLy4RQlCmug= #GanjarMahfudM3nangDebat #GanjarMahfud2024 #Coblos3 https://t.co/v4ONR717wa"
batam pecah suasana pasar tos 3000 batam anies baswedan berkunjung warga menyambut meneriakkan anies presiden,Politik,38,2,0,1,4,2,38,7,2,"RT Batam hari ini pecah! Suasana pasar TOS 3000, Batam saat pak Anies Baswedan berkunjung. Para warga sekitar menyambut dan meneriakkan Anies Presiden .. https://t.co/xkYEUfFCTU [RE Mdy_Asmara1701]"
debat semalam buka2an imformasi pertahanan tp rdp dgn komisi i dpr beliau menolak rapat terbuka bertahan spy rapat tertutup ngadepin 2 capres sok tau ga dibuka,Pertahanan dan Keamanan,15,3,0,4,1,15,26,2,5,"RT Bukan cuma dalam debat semalam Pak @tFXb1u/rMq84K2QUCSCOkqqmuEut8IsS5BxvX60fRLk= tidak mau buka2an imformasi pertahanan, tp di RDP dgn Komisi I DPR pun Beliau menolak rapat terbuka dan bertahan spy rapat tertutup. Apalagi ngadepin 2 capres sok tau, ga mungkin dibuka. https://t.co/VZYfzzJC9o [RE askencana]"
anies prestasinya jakarta gemilang didukung pemerintah pusat cenderung dihambat framing jahat anies nggak kerja,Politik,29,5,0,5,3,0,29,13,1,"RT Anies itu prestasinya di Jakarta banyak sekali dan gemilang, walaupun tidak didukung pemerintah pusat dan cenderung dihambat. Tapi kenapa ada framing jahat Anies nggak bisa kerja? [RE gregorybudiman]"
konsisten bersuara melawan radikalisme intoleransi pilih prabowo omon omon dianggap tokoh toleran masyarakat lintas etnis kalbar kompak dukung ganjar pontianak ribuan masyarakat lintas etnis sekalimantan barat berkumpul hotel golden tulip pontianak rabu 3112014 perwakilan tokoh dayak tionghoa papua jawa minang batak madura selamat kota khatulistiwa ganjar bangga tokoh adat etnis menyambut ganjar ketua dewan pembina dewan adat daerah dad kalbar ketua tim pemenangan daerah tpd ganjar mahfud kalbar lazarus masyarakat kalbar antusias menyambut ganjar kehadiran tokoh ketua organisasi etnis bukti sepakat mendukung ganjar mahfud tokoh adat berkumpul mewakili organisasi kelompok etnis adat kalimantan barat mendukung ganjar memenangkan kalbar lazarus disambut teriakan kompak ribuan masyarakat adat kalbar ganjar presiden ganjar mahfud menang menang menang teriak kompak tokoh adat dayak henusa masyarakat lintas etnis kalbar kompak mendukung ganjar dianggap tokoh toleran anggota dpr ri gubernur jateng periode ganjar harmonisasi mengidolakan mendukung ganjar presiden 2024 tangan beliau kasuskasus intoleransi indonesia dihilangkan ganjar menyambut dukungan masyarakat lintas etnis kalbar terima kasih menurutnya apapun hasil pilpres toleransi indonesia terjaga kalbar contoh daerah toleran kalbar kota dinobatkan kota toleran seindonesia singkawang,Demografi,2,2,0,2,1,5,38,4,4,"RT Konsisten, selama ini bersuara melawan radikalisme dan intoleransi. Yg pilih Prabowo ternyata cuma omon omon. Dianggap Tokoh Paling Toleran, Masyarakat Lintas Etnis Kalbar Kompak Dukung Ganjar PONTIANAK - Ribuan masyarakat lintas etnis se-Kalimantan Barat berkumpul di Hotel Golden Tulip Pontianak, Rabu (31/1/2014). Ada perwakilan dari tokoh Dayak, Tionghoa, Papua, Jawa, Minang, Batak, Madura dan lainnya. ""Selamat datang di Kota Khatulistiwa Pak Ganjar. Kami sangat bangga Bapak datang ke sini,"" ucap beberapa tokoh adat dan etnis menyambut Ganjar. Ketua Dewan Pembina Dewan Adat Daerah (DAD) Kalbar yang juga Ketua Tim Pemenangan Daerah (TPD) Ganjar Mahfud di Kalbar, Lazarus mengatakan, masyarakat Kalbar sangat antusias menyambut Ganjar. Kehadiran para tokoh dan ketua organisasi etnis di tempat itu menjadi bukti bahwa mereka sepakat mendukung Ganjar Mahfud. ""Semua tokoh adat berkumpul di sini. Ini mewakili seluruh organisasi dari kelompok etnis dan adat di Kalimantan Barat. Kami semua mendukung Pak Ganjar, kami siap memenangkan bapak di Kalbar,"" ucap Lazarus disambut teriakan kompak ribuan masyarakat adat Kalbar. ""Ganjar Presiden. Ganjar Mahfud menang, menang, menang,"" teriak mereka kompak. Seorang tokoh adat Dayak, Henusa mengatakan, masyarakat lintas etnis Kalbar kompak mendukung Ganjar karena ia dianggap sebagai tokoh paling toleran. Selama menjadi anggota DPR RI dan Gubernur Jateng dua periode, Ganjar bisa melakukan harmonisasi. ""Untuk itulah kami mengidolakan dan mendukung Pak Ganjar menjadi Presiden 2024. Karena di tangan beliau, kasus-kasus intoleransi di Indonesia bisa dihilangkan,"" ucapnya. Sementara itu, Ganjar menyambut baik dukungan dari masyarakat lintas etnis Kalbar dan mengucapkan terima kasih. Menurutnya, apapun hasil pilpres mendatang, toleransi di Indonesia harus terus terjaga. ""Dan Kalbar adalah contoh daerah paling toleran. Di mana di Kalbar ada satu kota yang dinobatkan sebagai kota paling toleran se-Indonesia, yakni Singkawang,"" ucapnya. [RE ch_chotimah2]"
koneksi internet kebutuhan pokok masyarakat indonesia menjalankan aktivitas seharihari paslon 03 ganjarmahfud komitmennya menghadirkan internet kuat cepat murah masyarakat indonesia,Ekonomi,5,8,5,1,0,4,36,2,0,"RT Koneksi internet menjadi kebutuhan pokok bagi masyarakat Indonesia dalam menjalankan aktivitas sehari-hari. Paslon 03 Ganjar-Mahfud menegaskan komitmennya untuk menghadirkan Internet yang Kuat, Cepat, dan Murah bagi seluruh masyarakat Indonesia #GanjarMahfud2024 #SahabatGanjar https://t.co/2nHevQ0fHr [RE twuicei]"
jaua suparna anies s1 nya fakultas ekonomi s2 nya kebijakkan keuangan s3 nya political ekonomi amp pembangunan,Ekonomi,48,3,48,0,0,0,0,5,0,"RT JAUA SUPARNA BARU TAHU BAHWA ANIES : S.1 nya Fakultas Ekonomi , S.2 nya Kebijakkan Keuangan ... S.3 Nya Political Ekonomi &amp; Pembangunan. https://t.co/tAterTe8Sl [RE Andria75777]"
isu palestina prabowo keberpihakan amp kepedulian menegakkan konstitusi watak aslinya,Politik,30,1,0,1,15,5,30,3,1,"RT Isu Palestina tidak penting bagi Prabowo, tidak ada keberpihakan &amp; kepedulian untuk menegakkan konstitusi.. Makin kelihatan watak aslinya!! https://t.co/gp5geQiZ1u [RE ekowboy2]"
acara pendukung anies ramaikan lokasi kampanye,Politik,32,2,1,2,5,0,32,14,0,"RT Acara Belum Mulai, Pendukung Anies Sudah Ramaikan Lokasi Kampanye https://t.co/7ML3qmPw3h [RE tvOneNews]"
terpenting bangsa bersyukur prabowogibran,Politik,41,4,1,1,2,0,41,6,1,Namun yang terpenting adalah saat ini harus menjadi bangsa yang selalu bersyukur. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran
membutuhkan penjaga tni al kuat mengibarkan merah putih menegakkan kedaulatan negara menhan prabowo,Pertahanan dan Keamanan,21,0,0,0,9,21,19,7,0,"Ã¢Â€ÂœKita membutuhkan penjaga yakni TNI AL yang kuat untuk mengibarkan merah putih dan menegakkan kedaulatan negara,Ã¢Â€Â kata Menhan Prabowo."
kinerja prabowo fokus modernisasi alutsista beliau dinilai mendorong perkembangan industri pertahanan negeri loh,Pertahanan dan Keamanan,51,1,0,2,0,51,1,1,0,"RT kinerja pak prabowo bukan hanya fokus pada modernisasi alutsista, tapi beliau juga dinilai telah mendorong perkembangan industri pertahanan dalam negeri loh #IndustriPertahananBelaPrabowo https://t.co/6G3auzCtr0 [RE transfter]"
gak sebatas wacana mending udah langkah nyata kayak pasangan ganjar pranowo mahfud md,Politik,40,0,12,0,3,0,40,1,0,"Gak mau yang cuma sebatas wacana, mending yang udah punya langkah nyata kayak Pasangan Ganjar Pranowo dan Mahfud MD. #2024JokowiDigantiGanjar #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/yOafURLMAf"
,Sosial Budaya,16,0,0,22,0,0,18,16,0,@+0HCSSnYXfZ/WiNzDKgSO08o/BKbymxlncndey4/N+E= @M61KgouH2JD4MMFLGZBhfG5ocln03Am625DmaZpKSYA= @9FbwEWDjW6JytQuu1xGP0wVid7bjHZCdeJyqTuewIx4= @ayXKEw8+J7ttUaxREMDLxvHtdJNBD5A7dnMunfd/bwA= @jYOrNzbQHYii1Oepe9IeSjjbM0AFalF7fuAb6z9FsIg= @uVsdeC4fpmwdNpQ1oJaoD2oU
duo bangsa ganjar pranowo prof mahfud program bikin indonesia yuk pilih bawa solusi nyataganjarmahfud taat hukum,Politik,41,1,12,0,1,0,41,0,1,"Duo Bapak Bangsa Ganjar Pranowo Prof Mahfud punya program yang bisa bikin Indonesia lebih baik. Yuk, pilih yang bawa solusi nyata!GanjarMahfud Taat Hukum .#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/djtx8JPJtQ"
menkominfo budi arie bela prabowo data pertahanan bersifat rahasia,Pertahanan dan Keamanan,32,1,0,1,4,32,14,2,2,"Menkominfo Budi Arie Bela Prabowo, Sebut Data Pertahanan Bersifat Rahasia https://t.co/1He47O7LPu"
anies referensinya jkw capres 02 diajarkan rakyat indonesia goblok tolol janji mengembalikan tanah 2019 bilang,Politik,38,7,0,1,2,3,38,3,2,"RT Anies jelas referensinya Jkw, Dua kata dari capres 02 yang diajarkan kepada seluruh rakyat Indonesia yaitu kata GOBLOK dan TOLOL! Dan janji mengembalikan tanah itu dari 2019, sekarang pun bilang hal yang sama! https://t.co/pKLGlV9C30 [RE BosPurwa]"
calon presiden ri no urut 3 ganjar pranowo gak mainmain menjaga konstitusi aturan dasar negara percaya,Ideologi,55,0,0,0,55,0,1,0,0,"Calon Presiden RI No Urut 3 Ganjar Pranowo gak main-main dalam menjaga Konstitusi atau aturan dasar negara, itulah kenapa kita bisa percaya padanya.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/N57ZIfSkon"
gibran permasalahan pupuk internet jalan berlubang prabowogibran,Politik,34,4,6,0,0,1,34,11,0,"Selain itu, Gibran mengatakan sejumlah permasalahan lain seperti pupuk, internet, jalan berlubang, #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran"
menghadiri tantangan kpk komitmennya pemberantasan korupsi indonesia 2024 majalengka majalengka beiqnh5xqr ganjar mahfud hebat,Politik,39,0,12,0,1,3,39,1,0,RT @nczbM12KUflfUBW1G0UtR1dB582bmL0X0h15LLb7kqU= Ã°ÂŸÂ¥Âˆ menghadiri tantangan KPK untuk menyampaikan komitmennya dalam pemberantasan korupsi di Indonesia 2024 Majalengka Majalengka BEiqnH5xQr Ganjar Mahfud Hebat #3GM #Coblos687 [RE VijayCh04388952]
capres ganjar pranowo konstitusi aturan dasar negara dasar keadilan dipegang teguh,Ideologi,55,0,0,0,55,0,1,0,0,"Capres Ganjar Pranowo yakin, Konstitusi atau aturan dasar negara adalah dasar keadilan yang harus dipegang teguh.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/0rmFUAgIRC"
anies baswedan proxy us didukung yaman fpi abu bakar baasyir freemason bangun khilafah disupport kader nu muhamadiyah lupa dukungan komunitas pecinta perkutut berkolaborasi sjw feminism masmas rohis celana cingkrang kpoper,Ideologi,38,0,0,10,38,3,4,1,0,"RT Jadi Anies Baswedan itu proxy US didukung Yaman, FPI, Abu Bakar Baasyir, Freemason, mau bangun khilafah yang disupport kader NU dan Muhamadiyah. Enggak lupa dukungan komunitas pecinta perkutut yang berkolaborasi dengan SJW, Feminism, mas-mas Rohis celana cingkrang + kpoper. [RE JackVardan]"
pilih capres ganjar pranowo keren pilih pemimpin sulit mengendalikan emosi menciptakan ketidakpastian kalangan masyarakat jn18a,Politik,32,0,13,1,7,2,32,1,0,"RT Pilih Capres Ganjar Pranowo Keren, Jangan pilih pemimpin yang sulit mengendalikan emosi karena hal itu dapat menciptakan ketidakpastian di kalangan masyarakat. JN18A #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/TSKhH9HbUl [RE Komangmudi]"
anies berprestasi nasional internasional lihat video prestasi prabowo korupsi food estate amp anggaran kemenhan prabowo singgung orang pandai bicara kerja sindir anies,Politik,35,4,2,0,0,1,35,6,8,"RT Anies berprestasi nasional maupun internasional. Lihat video. Prestasi Prabowo korupsi Food Estate &amp; anggaran Kemenhan? Prabowo Singgung Banyak Orang Pandai Bicara Tapi Belum Tentu Bisa Kerja, Sindir Anies Lagi? https://t.co/paplDDrgyk #UmatIslamPilihAMIN #UmatIslamPilihAMIN https://t.co/K7Qx9vHqNF [RE bianca01403]"
capres nomor urut 1 anies baswedan pergeseran substitusi import terjaga anies baswedan ekosistem industri pasar konsumsi sentra produksi global diharapkan muncul kegiatan ekspor perihal tingkat komponen negeri anies ditingkatkan bertahap simak video selengkapnya nantikan live eksklusif dialog capres kadin sesi iii prabowo subianto jumat 12 januari 2024 pkl 09301130 wib live tvone live streaming youtube tvonenews,Ekonomi,2,0,2,7,0,2,42,0,3,"RT Capres nomor urut 1 Anies Baswedan menjelaskan mengenai pergeseran menuju substitusi import. Ia mengatakan bahwa harus memastikan hal tersebut dapat terjaga. Anies Baswedan juga mengatakan harus menyiapkan ekosistem industri agar tidak hanya menjadi pasar konsumsi tapi juga menjadi sentra produksi global, sehingga diharapkan dalam muncul di dalam kegiatan ekspor. Perihal tingkat komponen dalam negeri, Anies mengatakan bahwa harus ditingkatkan secara bertahap. Simak video selengkapnya di https://t.co/sBJYmXx0e0 Nantikan juga Live Eksklusif ""Dialog Capres bersama Kadin: Sesi III Prabowo Subianto"" Jumat, 12 Januari 2024 pkl 09.30-11.30 WIB LIVE hanya di tvOne & live streaming di Youtube tvOnenews #HardNews_Politik #NewsOne #CariBeritaditvOne #AniesBaswedan #Politik #tvOneTVPemilu #KamiKabarkanAndaPutuskan #MauMemilih #Capres #Cawapres #Pemilu2024 #Pilpres2024 [RE tvOneNews]"
momen capres nomor urut 3 ganjar pranowo besuk relawannya korban penganiayaan oknum tni boyolali kondisi kronologi kejadian relawan pendukungnya dipukuli aparat keamanan institusi tni menangani kejadian,Pertahanan dan Keamanan,45,0,1,1,3,45,5,0,1,"RT Momen capres nomor urut 3, Ganjar Pranowo besuk relawannya korban penganiayaan oleh oknum TNI di Boyolali Tak hanya bertanya kondisi, @ZgRVxNp6AMPSmWwLFzHDNr6JLgFikTsg73PRYKnLmw0= juga bertanya kronologi kejadian hingga relawan pendukungnya itu dipukuli. Ia pun meminta aparat keamanan termasuk institusi TNI menangani kejadian ini. #GanjarMahfud2024 #L3bihbaik https://t.co/IOwryKBbZc [RE _Rizmaya__]"
palestina tindas gk kekuatan militer palestina lemah sy ksh buku biar paham vatikan gk kekuatan militer tp berani tindas gk analogi kekuatan militer palestina gk lemah gk lemah dilemahkan sistem kampret pbb skrg diam genosida pelanggaran ham berat berani nuntut den haag afrika selatan,Pertahanan dan Keamanan,9,0,2,9,2,9,25,7,2,"RT Palestina di tindas karena gk punya kekuatan militer? palestina lemah? @+uRwY58cxYlyX8E77h6cxw8db/xR5TSB1s+bQ4UnsAQ= sy ksh buku ini mau? Biar anda paham. Vatikan gk punya kekuatan militer, tp ada yg berani tindas gk?! Analogi bukan kekuatan militer pak! Palestina gk lemah dan gk pernah lemah.. mereka dilemahkan! Oleh sistem Kampret. Yang di Mana PBB sampai skrg diam! Terjadi Genosida, pelanggaran HAM berat. Yang berani nuntut mereka di Den Haag hanya Afrika Selatan. [RE LexWu_13]"
rstmbcl santri riang gembira 2024 ganjar mahfud md ganjarmahfud2024 jauhi dusta amp emosional ganjar mahfud hebat sikat kkn,Politik,38,0,11,0,0,0,38,7,0,RstmBcl: Bersama Santri Kami Riang Gembira 2024 Ganjar Mahfud MD Ã°ÂŸÂ¤ÂŸÃ°ÂŸÂ‡Â²Ã°ÂŸÂ‡Â¨ GanjarMahfud2024 Jauhi Dusta &amp; EmosionalÃ‚ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 sikat KKN
media asing the new york times tulis prabowo menang demokrasi indonesia mati,Politik,34,4,1,3,0,7,34,4,3,RT Media Asing Ã¢Â€ÂœThe New York TimesÃ¢Â€Â Tulis Jika Prabowo Menang Demokrasi Indonesia Mati https://t.co/Xtu8w8XknO [RE democrazymedia]
kebersamaan perbedaan solid mendukung ganjar pranowo mahfud md pilihan terbaik pilpres 2024,Politik,29,0,8,0,19,0,29,0,0,"Kebersamaan dalam perbedaan, #JNK solid mendukung Ganjar Pranowo dan Mahfud MD sebagai pilihan terbaik di pilpres 2024.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #2024JokowiDigantiGanjar https://t.co/XPmYG4zD2L"
inget video udah liat blm perhatikan tangan anies orang mah aja ya hal2 bikin,Politik,36,3,1,0,0,1,36,15,0,"RT Jadi inget video ini. Udah ada yg pernah liat blm? Perhatikan tangan pak Anies. Mungkin buat sebagian orang mah biasa aja ya, tapi hal2 kecil begini yg bikin Ã°ÂŸÂ¥Â¹Ã°ÂŸÂ«Â¶Ã°ÂŸÂÂ» https://t.co/Phcw0TxdHZ [RE nenggsyifa]"
anies baswedan mas bowo wawasan capres ganjar pranowo prestasi nyata pilih pemimpin berdasarkan hasil kerjajn19x6,Politik,48,0,4,0,4,0,48,0,0,"Anies Baswedan dan Mas Bowo punya wawasan, tapi Capres Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja.JN19X6 #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/tV4sGaEHfW"
pemikiran terkait program makan siang gratis subsidi susu upaya politik prabowo dinilai berpotensi merugikan keuangan negara mengorbankan sektor pendidikan bantuan sosial,Politik,23,2,2,0,8,10,23,9,2,RT @J43wBMpaEESmO6P2k7agVDvCytfpiKD4ghwKWB9n4Vg= Pemikiran terkait program makan siang gratis dan subsidi susu sebagai upaya politik Prabowo dinilai berpotensi merugikan keuangan negara dan mengorbankan sektor pendidikan serta bantuan sosial. [RE Chepot656529633]
anies janji regulasi hapus diskriminasi usia syarat lowongan kerja,Politik,37,4,3,3,2,0,37,7,0,RT Anies Janji Buat Regulasi Hapus Diskriminasi Usia dalam Syarat Lowongan Kerja https://t.co/QqDUFsmXi2 #TempoNasional [RE tempodotco]
dukungan rakyat mengalir prabowogibran lawan rakyatsenang 02menang,Politik,46,3,1,0,1,0,46,5,0,"Dukungan rakyat terus mengalir untuk Prabowo-Gibran, siapa yang bisa lawan? #KosongDuaSatuPutaran RakyatSenang 02Menang https://t.co/bSoD7sqGPP"
anies kreatif bawa isu panggung pilpres,Politik,46,5,1,0,0,1,46,2,1,"@R8LUCbsHCGqlEAYHvknaAXffIsGTUaDgnWt9yziSSXM= @HUVe7unIFxCMwhOW/s2vLiFL2dvcGTZ5oOpDZMc4RFk= Anies kreatif, bawa isu penting ke panggung Pilpres."
prabowo subianto kenaikan air hujan adi membenarkan situasi menekankan kesulitan air bersih utama,Sumber Daya Alam,48,1,0,0,0,2,0,5,48,"Saat Prabowo Subianto menanyakan tentang kenaikan air saat hujan, Adi membenarkan bahwa situasi memang demikian, dan menekankan kesulitan mendapatkan air bersih sebagai masalah utama. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas"
legislasi diinisiasi ganjar pranowo mahfud md bertujuan menciptakan keadilan gender kerja meningkatkan kesejahteraan ekonomi perempuan,Ekonomi,28,2,28,0,0,0,25,1,0,Legislasi yang diinisiasi oleh Ganjar Pranowo Mahfud MD bertujuan untuk menciptakan keadilan gender yang lebih baik di tempat kerja dan meningkatkan kesejahteraan ekonomi perempuan.#GanjarMahfudRebound #JNK https://t.co/EFbFtD0Voh
capres cawapres ganjar pranowo mahfud md berpesan menjaga konstitusi aturan dasar negara landasan bangsa,Ideologi,56,0,0,0,56,0,0,0,0,Capres Cawapres Ganjar Pranowo dan Mahfud MD berpesan agar kita semua terus menjaga Konstitusi atau aturan dasar negara sebagai landasan bangsa.#GanjarPranowoPilihanUmat https://t.co/h6K5buBsyq
pendukung mengerumuni anies pendukung hadiah cenderamata mantan gubernur dki jakarta,Politik,31,1,2,4,0,0,31,18,0,"Para pendukung terlihat mengerumuni Anies.Ã‚ Rupanya, pendukung ingin memberikan hadiah berupa cenderamata kepada mantan Gubernur DKI Jakarta itu."
pemilih rasional bandingkan rekam jejaknya rekam karyanya pesan abah acara desak anies yogyakarta,Politik,13,0,2,0,0,5,13,35,1,"RT Jadilah pemilih yang rasional! Kita bandingkan rekam jejaknya, rekam karyanya. Pesan abah @yql3AGHK/E5FXhRUhMKRgbppqde+CxI1Rt0XNOUFyNU= di acara Desak Anies Yogyakarta #AMINAjaDulu https://t.co/jIbf0ZEXV6 [RE marlina_idha]"
2024 menyaksikan perubahan kepemimpinan penuh harapan ganjar pranowo mengemban tugas dijalankan jokowi,Politik,44,0,3,0,8,0,44,1,0,"Pada 2024, kita semua menyaksikan perubahan kepemimpinan yang penuh harapan, dengan Ganjar Pranowo mengemban tugas yang sebelumnya dijalankan oleh Jokowi.#GanjarMahfudRebound #GanjarPranowoPranowoPilihanUmat #JNK"
jnk kekuatan membawa perubahan positif mendukung ganjar pranowo mahfud md pilpres,Politik,40,3,13,0,0,0,40,0,0,"Bersama JNK, kita punya kekuatan untuk membawa perubahan positif dengan mendukung Ganjar Pranowo Mahfud MD di Pilpres mendatang. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/znWkxYwsWx"
anak muda indonesia the future of this nation is in your hand its the time for change anies for presidentsampaikan teman adu ide amp gagasantunjukan karyakarya anies perubahan indonesia,Ideologi,45,7,0,2,45,0,0,1,1,"RT Anak Muda Indonesia, the future of this nation is in your hand. It's the time for change. Anies for President..sampaikan yg harus disampaikan kepada teman lainnya karena sudah saatnya adu ide &amp; gagasan...tunjukan karya-karya Pak Anies untuk Perubahan Indonesia lebih baik lagi https://t.co/S9S9Kanr0z [RE Yurissa_Samosir]"
